author,post,ori_topic,ori_id,new_topic,label,type_idx,new_id,arc_id,text,pos_text,text_s,topic,topic_str,seen?,contains_topic?
Old Populist,"Drones are perfect for ensuring the hatred of the populations being attacked. Moreover, they are cowardly. They remind me of a Harvard student playing violent games on the internet in a safe dorm room. And they do play video games at that school.",more harm,A3926-P,violence from drones,0,3,18915,7232803,"[[""drones"", ""perfect"", ""ensuring"", ""hatred"", ""populations"", ""attacked""], [""moreover"", ""cowardly""], [""remind"", ""harvard"", ""student"", ""playing"", ""violent"", ""games"", ""internet"", ""safe"", ""dorm"", ""room""], [""play"", ""video"", ""games"", ""school""]]","[[""NNS"", ""JJ"", ""VBG"", ""NN"", ""NNS"", ""VBN""], [""RB"", ""RB""], [""VBP"", ""NNP"", ""NN"", ""VBG"", ""JJ"", ""NNS"", ""NN"", ""JJ"", ""NN"", ""NN""], [""VB"", ""NN"", ""NNS"", ""NN""]]",drones perfect ensuring hatred populations attacked. moreover cowardly. remind harvard student playing violent games internet safe dorm room. play video games school,"[""violence"", ""drone""]",violence drone,1,0
Old Populist,"Drones are perfect for ensuring the hatred of the populations being attacked. Moreover, they are cowardly. They remind me of a Harvard student playing violent games on the internet in a safe dorm room. And they do play video games at that school.",more harm,A3926-P,use of drones,0,3,18916,7232803,"[[""drones"", ""perfect"", ""ensuring"", ""hatred"", ""populations"", ""attacked""], [""moreover"", ""cowardly""], [""remind"", ""harvard"", ""student"", ""playing"", ""violent"", ""games"", ""internet"", ""safe"", ""dorm"", ""room""], [""play"", ""video"", ""games"", ""school""]]","[[""NNS"", ""JJ"", ""VBG"", ""NN"", ""NNS"", ""VBN""], [""RB"", ""RB""], [""VBP"", ""NNP"", ""NN"", ""VBG"", ""JJ"", ""NNS"", ""NN"", ""JJ"", ""NN"", ""NN""], [""VB"", ""NN"", ""NNS"", ""NN""]]",drones perfect ensuring hatred populations attacked. moreover cowardly. remind harvard student playing violent games internet safe dorm room. play video games school,"[""use"", ""drone""]",use drone,1,0
Paul Shindler,"""Marijuana Is Now Big Business"" Wrong - marijuana has been big business for decades. The California Dept. of Agriculture has listed it as the number one cash crop in the state for over 20 years in a row. Now, the business is above ground, where it should be. Regulation, taxation, better education, savings in enforcement and incarceration costs - everybody wins. We are slowly now heading in the right direction - ending the biggest and most widespread wrongful jailing of American citizens since slavery. It can't happen quick enough.",colorado,A4921-P,marijuana,1,2,11153,11967782,"[[""marijuana"", ""big"", ""business"", ""wrong"", ""marijuana"", ""big"", ""business"", ""decades""], [""california"", ""dept""], [""agriculture"", ""listed"", ""number"", ""one"", ""cash"", ""crop"", ""state"", ""20"", ""years"", ""row""], [""business"", ""ground""], [""regulation"", ""taxation"", ""better"", ""education"", ""savings"", ""enforcement"", ""incarceration"", ""costs"", ""everybody"", ""wins""], [""slowly"", ""heading"", ""right"", ""direction"", ""ending"", ""biggest"", ""widespread"", ""wrongful"", ""jailing"", ""american"", ""citizens"", ""since"", ""slavery""], [""ca"", ""n't"", ""happen"", ""quick"", ""enough""]]","[[""NNP"", ""NNP"", ""NNP"", ""JJ"", ""NN"", ""JJ"", ""NN"", ""NNS""], [""NNP"", ""NNP""], [""NNP"", ""VBN"", ""NN"", ""CD"", ""NN"", ""NN"", ""NN"", ""CD"", ""NNS"", ""NN""], [""NN"", ""NN""], [""NN"", ""NN"", ""JJR"", ""NN"", ""NNS"", ""NN"", ""NN"", ""NNS"", ""NN"", ""VBZ""], [""RB"", ""VBG"", ""JJ"", ""NN"", ""VBG"", ""JJS"", ""JJ"", ""JJ"", ""NN"", ""JJ"", ""NNS"", ""IN"", ""NN""], [""MD"", ""RB"", ""VB"", ""JJ"", ""RB""]]",marijuana big business wrong marijuana big business decades. california dept. agriculture listed number one cash crop state 20 years row. business ground. regulation taxation better education savings enforcement incarceration costs everybody wins. slowly heading right direction ending biggest widespread wrongful jailing american citizens since slavery. ca n't happen quick enough,"[""marijuana""]",marijuana,1,1
Paul Shindler,"""Marijuana Is Now Big Business"" Wrong - marijuana has been big business for decades. The California Dept. of Agriculture has listed it as the number one cash crop in the state for over 20 years in a row. Now, the business is above ground, where it should be. Regulation, taxation, better education, savings in enforcement and incarceration costs - everybody wins. We are slowly now heading in the right direction - ending the biggest and most widespread wrongful jailing of American citizens since slavery. It can't happen quick enough.",pot,A4922-P,marijuana,1,3,11384,11967782,"[[""marijuana"", ""big"", ""business"", ""wrong"", ""marijuana"", ""big"", ""business"", ""decades""], [""california"", ""dept""], [""agriculture"", ""listed"", ""number"", ""one"", ""cash"", ""crop"", ""state"", ""20"", ""years"", ""row""], [""business"", ""ground""], [""regulation"", ""taxation"", ""better"", ""education"", ""savings"", ""enforcement"", ""incarceration"", ""costs"", ""everybody"", ""wins""], [""slowly"", ""heading"", ""right"", ""direction"", ""ending"", ""biggest"", ""widespread"", ""wrongful"", ""jailing"", ""american"", ""citizens"", ""since"", ""slavery""], [""ca"", ""n't"", ""happen"", ""quick"", ""enough""]]","[[""NNP"", ""NNP"", ""NNP"", ""JJ"", ""NN"", ""JJ"", ""NN"", ""NNS""], [""NNP"", ""NNP""], [""NNP"", ""VBN"", ""NN"", ""CD"", ""NN"", ""NN"", ""NN"", ""CD"", ""NNS"", ""NN""], [""NN"", ""NN""], [""NN"", ""NN"", ""JJR"", ""NN"", ""NNS"", ""NN"", ""NN"", ""NNS"", ""NN"", ""VBZ""], [""RB"", ""VBG"", ""JJ"", ""NN"", ""VBG"", ""JJS"", ""JJ"", ""JJ"", ""NN"", ""JJ"", ""NNS"", ""IN"", ""NN""], [""MD"", ""RB"", ""VB"", ""JJ"", ""RB""]]",marijuana big business wrong marijuana big business decades. california dept. agriculture listed number one cash crop state 20 years row. business ground. regulation taxation better education savings enforcement incarceration costs everybody wins. slowly heading right direction ending biggest widespread wrongful jailing american citizens since slavery. ca n't happen quick enough,"[""marijuana""]",marijuana,1,1
marvinhjeglin,"If the ABA had its way I would not have a California license, having attended a working person's night school, Citrus Belt, now California Southern School of Law, operated by the Hon. Elwood Rich, Judge, Deceased. My class had a 69% first time pass rate in 1979, including myself. I was accepted at several ABA accredited schools, but they required I sign a declaration under penalty of perjury that I would not work while in law school. Since I had to work to afford the schools, I refused to sign and went to a non ABA accredited law school, where I worked full time, usually seven days a week. I have maintained a successful private practice ever since. To me, the purpose of the ABA and the testing board is to limit the number of licensed lawyers. In the 1960 and 1970s I recall the pass rate to often be below 50%. In any event, I think the test should be open to anyone wishing to take it, and I am against ABA requirements which limit the potential background of attorneys.",law school,A199-P,california southern school of law,1,3,14130,16178496,"[[""aba"", ""way"", ""would"", ""california"", ""license"", ""attended"", ""working"", ""person"", ""'s"", ""night"", ""school"", ""citrus"", ""belt"", ""california"", ""southern"", ""school"", ""law"", ""operated"", ""hon""], [""elwood"", ""rich"", ""judge"", ""deceased""], [""class"", ""69"", ""first"", ""time"", ""pass"", ""rate"", ""1979"", ""including""], [""accepted"", ""several"", ""aba"", ""accredited"", ""schools"", ""required"", ""sign"", ""declaration"", ""penalty"", ""perjury"", ""would"", ""work"", ""law"", ""school""], [""since"", ""work"", ""afford"", ""schools"", ""refused"", ""sign"", ""went"", ""non"", ""aba"", ""accredited"", ""law"", ""school"", ""worked"", ""full"", ""time"", ""usually"", ""seven"", ""days"", ""week""], [""maintained"", ""successful"", ""private"", ""practice"", ""ever"", ""since""], [""purpose"", ""aba"", ""testing"", ""board"", ""limit"", ""number"", ""licensed"", ""lawyers""], [""1960"", ""1970s"", ""recall"", ""pass"", ""rate"", ""often"", ""50""], [""event"", ""think"", ""test"", ""open"", ""anyone"", ""wishing"", ""take"", ""aba"", ""requirements"", ""limit"", ""potential"", ""background"", ""attorneys""]]","[[""NNP"", ""NN"", ""MD"", ""NNP"", ""NN"", ""VBN"", ""VBG"", ""NN"", ""POS"", ""NN"", ""NN"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""VBN"", ""NNP""], [""NNP"", ""NNP"", ""NNP"", ""NNP""], [""NN"", ""CD"", ""JJ"", ""NN"", ""NN"", ""NN"", ""CD"", ""VBG""], [""VBN"", ""JJ"", ""NNP"", ""VBD"", ""NNS"", ""VBD"", ""VBP"", ""NN"", ""NN"", ""NN"", ""MD"", ""VB"", ""NN"", ""NN""], [""IN"", ""VB"", ""VB"", ""NNS"", ""VBD"", ""VB"", ""VBD"", ""AFX"", ""NNP"", ""JJ"", ""NN"", ""NN"", ""VBD"", ""JJ"", ""NN"", ""RB"", ""CD"", ""NNS"", ""NN""], [""VBN"", ""JJ"", ""JJ"", ""NN"", ""RB"", ""RB""], [""NN"", ""NN"", ""NN"", ""NN"", ""VB"", ""NN"", ""JJ"", ""NNS""], [""CD"", ""NNS"", ""VBP"", ""NN"", ""NN"", ""RB"", ""CD""], [""NN"", ""VBP"", ""NN"", ""JJ"", ""NN"", ""VBG"", ""VB"", ""NN"", ""NNS"", ""VBP"", ""JJ"", ""NN"", ""NNS""]]",aba way would california license attended working person 's night school citrus belt california southern school law operated hon. elwood rich judge deceased. class 69 first time pass rate 1979 including. accepted several aba accredited schools required sign declaration penalty perjury would work law school. since work afford schools refused sign went non aba accredited law school worked full time usually seven days week. maintained successful private practice ever since. purpose aba testing board limit number licensed lawyers. 1960 1970s recall pass rate often 50. event think test open anyone wishing take aba requirements limit potential background attorneys,"[""california"", ""southern"", ""school"", ""law""]",california southern school law,1,1
DSM,"Like Mitt Romney, she has no regard for the American lower class and is ignorant of those unlike her. Newflash: lots of Americans do not graduate college, or even high school and could do the manual labor commonly done by immigrants. Watch any kitchen, landscaping, roofing, tree trimming, nonunion construction or day labor crew and see if you can spot anyone who is not an illegal immigrant other than the boss who is enjoying paying them below minimum wage, with no benefits, under the table.",the threat,A3473-P,illegal immigration,0,2,5470,13770094,"[[""like"", ""mitt"", ""romney"", ""regard"", ""american"", ""lower"", ""class"", ""ignorant"", ""unlike""], [""newflash"", ""lots"", ""americans"", ""graduate"", ""college"", ""even"", ""high"", ""school"", ""could"", ""manual"", ""labor"", ""commonly"", ""done"", ""immigrants""], [""watch"", ""kitchen"", ""landscaping"", ""roofing"", ""tree"", ""trimming"", ""nonunion"", ""construction"", ""day"", ""labor"", ""crew"", ""see"", ""spot"", ""anyone"", ""illegal"", ""immigrant"", ""boss"", ""enjoying"", ""paying"", ""minimum"", ""wage"", ""benefits"", ""table""]]","[[""IN"", ""NNP"", ""NNP"", ""NN"", ""JJ"", ""JJR"", ""NN"", ""JJ"", ""IN""], [""NN"", ""NNS"", ""NNPS"", ""VB"", ""NN"", ""RB"", ""JJ"", ""NN"", ""MD"", ""JJ"", ""NN"", ""RB"", ""VBN"", ""NNS""], [""VB"", ""NN"", ""NN"", ""NN"", ""NN"", ""VBG"", ""JJ"", ""NN"", ""NN"", ""NN"", ""NN"", ""VB"", ""VB"", ""NN"", ""JJ"", ""NN"", ""NN"", ""VBG"", ""VBG"", ""JJ"", ""NN"", ""NNS"", ""NN""]]",like mitt romney regard american lower class ignorant unlike. newflash lots americans graduate college even high school could manual labor commonly done immigrants. watch kitchen landscaping roofing tree trimming nonunion construction day labor crew see spot anyone illegal immigrant boss enjoying paying minimum wage benefits table,"[""illegal"", ""immigration""]",illegal immigration,1,0
DSM,"Like Mitt Romney, she has no regard for the American lower class and is ignorant of those unlike her. Newflash: lots of Americans do not graduate college, or even high school and could do the manual labor commonly done by immigrants. Watch any kitchen, landscaping, roofing, tree trimming, nonunion construction or day labor crew and see if you can spot anyone who is not an illegal immigrant other than the boss who is enjoying paying them below minimum wage, with no benefits, under the table.",the threat,A3473-P,illegal immigrant,1,3,5471,13770094,"[[""like"", ""mitt"", ""romney"", ""regard"", ""american"", ""lower"", ""class"", ""ignorant"", ""unlike""], [""newflash"", ""lots"", ""americans"", ""graduate"", ""college"", ""even"", ""high"", ""school"", ""could"", ""manual"", ""labor"", ""commonly"", ""done"", ""immigrants""], [""watch"", ""kitchen"", ""landscaping"", ""roofing"", ""tree"", ""trimming"", ""nonunion"", ""construction"", ""day"", ""labor"", ""crew"", ""see"", ""spot"", ""anyone"", ""illegal"", ""immigrant"", ""boss"", ""enjoying"", ""paying"", ""minimum"", ""wage"", ""benefits"", ""table""]]","[[""IN"", ""NNP"", ""NNP"", ""NN"", ""JJ"", ""JJR"", ""NN"", ""JJ"", ""IN""], [""NN"", ""NNS"", ""NNPS"", ""VB"", ""NN"", ""RB"", ""JJ"", ""NN"", ""MD"", ""JJ"", ""NN"", ""RB"", ""VBN"", ""NNS""], [""VB"", ""NN"", ""NN"", ""NN"", ""NN"", ""VBG"", ""JJ"", ""NN"", ""NN"", ""NN"", ""NN"", ""VB"", ""VB"", ""NN"", ""JJ"", ""NN"", ""NN"", ""VBG"", ""VBG"", ""JJ"", ""NN"", ""NNS"", ""NN""]]",like mitt romney regard american lower class ignorant unlike. newflash lots americans graduate college even high school could manual labor commonly done immigrants. watch kitchen landscaping roofing tree trimming nonunion construction day labor crew see spot anyone illegal immigrant boss enjoying paying minimum wage benefits table,"[""illegal"", ""immigrant""]",illegal immigrant,1,1
shend,"Marriage as it pertains to government's involvement is an issue of tax law, entitlement benefits and property rights (especially in the case of divorce), government should not be defining morality. Leave morality to the churches, etc. Either government legally protects consenting adults to enter into any type of marriage and provides equal benefits in such unions, or the government completely removes itself from all marriages.",courts,A4068-P,marriage,0,3,10606,10763639,"[[""marriage"", ""pertains"", ""government"", ""'s"", ""involvement"", ""issue"", ""tax"", ""law"", ""entitlement"", ""benefits"", ""property"", ""rights"", ""especially"", ""case"", ""divorce"", ""government"", ""defining"", ""morality""], [""leave"", ""morality"", ""churches"", ""etc""], [""either"", ""government"", ""legally"", ""protects"", ""consenting"", ""adults"", ""enter"", ""type"", ""marriage"", ""provides"", ""equal"", ""benefits"", ""unions"", ""government"", ""completely"", ""removes"", ""marriages""]]","[[""NN"", ""VBZ"", ""NN"", ""POS"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""NNS"", ""NN"", ""NNS"", ""RB"", ""NN"", ""NN"", ""NN"", ""VBG"", ""NN""], [""VB"", ""NN"", ""NNS"", ""FW""], [""CC"", ""NN"", ""RB"", ""VBZ"", ""VBG"", ""NNS"", ""VB"", ""NN"", ""NN"", ""VBZ"", ""JJ"", ""NNS"", ""NNS"", ""NN"", ""RB"", ""VBZ"", ""NNS""]]",marriage pertains government 's involvement issue tax law entitlement benefits property rights especially case divorce government defining morality. leave morality churches etc. either government legally protects consenting adults enter type marriage provides equal benefits unions government completely removes marriages,"[""marriage""]",marriage,1,1
shend,"Marriage as it pertains to government's involvement is an issue of tax law, entitlement benefits and property rights (especially in the case of divorce), government should not be defining morality. Leave morality to the churches, etc. Either government legally protects consenting adults to enter into any type of marriage and provides equal benefits in such unions, or the government completely removes itself from all marriages.",adults,A4069-P,marriage laws,1,3,18252,10763639,"[[""marriage"", ""pertains"", ""government"", ""'s"", ""involvement"", ""issue"", ""tax"", ""law"", ""entitlement"", ""benefits"", ""property"", ""rights"", ""especially"", ""case"", ""divorce"", ""government"", ""defining"", ""morality""], [""leave"", ""morality"", ""churches"", ""etc""], [""either"", ""government"", ""legally"", ""protects"", ""consenting"", ""adults"", ""enter"", ""type"", ""marriage"", ""provides"", ""equal"", ""benefits"", ""unions"", ""government"", ""completely"", ""removes"", ""marriages""]]","[[""NN"", ""VBZ"", ""NN"", ""POS"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""NNS"", ""NN"", ""NNS"", ""RB"", ""NN"", ""NN"", ""NN"", ""VBG"", ""NN""], [""VB"", ""NN"", ""NNS"", ""FW""], [""CC"", ""NN"", ""RB"", ""VBZ"", ""VBG"", ""NNS"", ""VB"", ""NN"", ""NN"", ""VBZ"", ""JJ"", ""NNS"", ""NNS"", ""NN"", ""RB"", ""VBZ"", ""NNS""]]",marriage pertains government 's involvement issue tax law entitlement benefits property rights especially case divorce government defining morality. leave morality churches etc. either government legally protects consenting adults enter type marriage provides equal benefits unions government completely removes marriages,"[""marriage"", ""law""]",marriage law,1,0
Jim L,"Also egregious are the fees for checked baggage, at $25 - $35 per bag. This has resulted in the need for far more TSA agents, a cost paid by the taxpayers and thus a government subsidy. If the industry is subsidized, the government has every right to step in and regulate.",government,A1884-P,government,0,1,14052,18636153,"[[""also"", ""egregious"", ""fees"", ""checked"", ""baggage"", ""25"", ""35"", ""per"", ""bag""], [""resulted"", ""need"", ""far"", ""tsa"", ""agents"", ""cost"", ""paid"", ""taxpayers"", ""thus"", ""government"", ""subsidy""], [""industry"", ""subsidized"", ""government"", ""every"", ""right"", ""step"", ""regulate""]]","[[""RB"", ""JJ"", ""NNS"", ""VBN"", ""NN"", ""CD"", ""CD"", ""IN"", ""NN""], [""VBN"", ""NN"", ""RB"", ""NNP"", ""NNS"", ""NN"", ""VBN"", ""NNS"", ""RB"", ""NN"", ""NN""], [""NN"", ""VBN"", ""NN"", ""DT"", ""NN"", ""VB"", ""VB""]]",also egregious fees checked baggage 25 35 per bag. resulted need far tsa agents cost paid taxpayers thus government subsidy. industry subsidized government every right step regulate,"[""government""]",government,1,1
Chip Shirley 'The Dixie Dove',"Those who argue to continue the embargo are not sincere. They are representing the families of the rich land owners who fled Cuba after the revolution. They just want their land back, but that is not in the people's best interest...of Cuba or the US. Even today's Communist Cuban government is not as repressive as the rulers they replaced.",sanctions,A767-P,sanctions,0,1,12609,13041019,"[[""argue"", ""continue"", ""embargo"", ""sincere""], [""representing"", ""families"", ""rich"", ""land"", ""owners"", ""fled"", ""cuba"", ""revolution""], [""want"", ""land"", ""back"", ""people"", ""'s"", ""best"", ""interest"", ""..."", ""cuba"", ""us""], [""even"", ""today"", ""'s"", ""communist"", ""cuban"", ""government"", ""repressive"", ""rulers"", ""replaced""]]","[[""VBP"", ""VB"", ""NN"", ""JJ""], [""VBG"", ""NNS"", ""JJ"", ""NN"", ""NNS"", ""VBD"", ""NNP"", ""NN""], [""VBP"", ""NN"", ""RB"", ""NNS"", ""POS"", ""JJS"", ""NN"", "":"", ""NNP"", ""NNP""], [""RB"", ""NN"", ""POS"", ""NNP"", ""JJ"", ""NN"", ""JJ"", ""NNS"", ""VBD""]]",argue continue embargo sincere. representing families rich land owners fled cuba revolution. want land back people 's best interest ... cuba us. even today 's communist cuban government repressive rulers replaced,"[""sanction""]",sanction,1,0
Marshall Meyer,"Airline deregulation was driven by the theory of contestable markets. The theory doesn't work when there are no new or potential entrants, which seems to be the case today. Almost unnoticed, however, the Acela has reduced air travel between New York and Washington, DC by half. High-speed rail in other corridors will likely do the same. It is only a matter of time. Still, miserable in-flight conditions should be regulated as matters of health and safety. Minimum pitch (legroom), seat width, and luggage space, perhaps dependent on flight duration, should be considered. Passengers in seats without overhead luggage space (the last two rows in many 737s) should be permitted to check baggage without charge. And seats should be held for passengers who have unavoidably missed connections.",airline industry,A1873-P,airline industry,0,1,10033,18636157,"[[""airline"", ""deregulation"", ""driven"", ""theory"", ""contestable"", ""markets""], [""theory"", ""n't"", ""work"", ""new"", ""potential"", ""entrants"", ""seems"", ""case"", ""today""], [""almost"", ""unnoticed"", ""however"", ""acela"", ""reduced"", ""air"", ""travel"", ""new"", ""york"", ""washington"", ""dc"", ""half""], [""high"", ""speed"", ""rail"", ""corridors"", ""likely""], [""matter"", ""time""], [""still"", ""miserable"", ""flight"", ""conditions"", ""regulated"", ""matters"", ""health"", ""safety""], [""minimum"", ""pitch"", ""legroom"", ""seat"", ""width"", ""luggage"", ""space"", ""perhaps"", ""dependent"", ""flight"", ""duration"", ""considered""], [""passengers"", ""seats"", ""without"", ""overhead"", ""luggage"", ""space"", ""last"", ""two"", ""rows"", ""many"", ""737s"", ""permitted"", ""check"", ""baggage"", ""without"", ""charge""], [""seats"", ""held"", ""passengers"", ""unavoidably"", ""missed"", ""connections""]]","[[""NN"", ""NN"", ""VBN"", ""NN"", ""JJ"", ""NNS""], [""NN"", ""RB"", ""VB"", ""JJ"", ""JJ"", ""NNS"", ""VBZ"", ""NN"", ""NN""], [""RB"", ""JJ"", ""RB"", ""NNP"", ""VBN"", ""NN"", ""NN"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NN""], [""JJ"", ""NN"", ""NN"", ""NNS"", ""RB""], [""NN"", ""NN""], [""RB"", ""JJ"", ""NN"", ""NNS"", ""VBN"", ""NNS"", ""NN"", ""NN""], [""JJ"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""RB"", ""JJ"", ""NN"", ""NN"", ""VBN""], [""NNS"", ""NNS"", ""IN"", ""JJ"", ""NN"", ""NN"", ""JJ"", ""CD"", ""NNS"", ""JJ"", ""NNS"", ""VBN"", ""VB"", ""NN"", ""IN"", ""NN""], [""NNS"", ""VBN"", ""NNS"", ""RB"", ""VBN"", ""NNS""]]",airline deregulation driven theory contestable markets. theory n't work new potential entrants seems case today. almost unnoticed however acela reduced air travel new york washington dc half. high speed rail corridors likely. matter time. still miserable flight conditions regulated matters health safety. minimum pitch legroom seat width luggage space perhaps dependent flight duration considered. passengers seats without overhead luggage space last two rows many 737s permitted check baggage without charge. seats held passengers unavoidably missed connections,"[""airline"", ""industry""]",airline industry,1,0
aahpat,"The U.S. DHHS estimated, in 2008, that more than 18% of our population smokes pot. More than 55 million Americans. Under prohibition they are all subject to becoming coerced by the courts ""patients"" of Prof. Evins and her profession cohorts. Legalized she, and her pharmaceutical industry sponsors, lose that potential court ordered government business. Dr. Evins CV: ""Dr. Evins has been the recipient of a career development award from theNational Institutes of Drug Abuse (NIDA)"" ""Career development"" indeed.",colorado,A4943-P,law v legalization,1,2,16477,11967887,"[[""u.s."", ""dhhs"", ""estimated"", ""2008"", ""18"", ""population"", ""smokes"", ""pot""], [""55"", ""million"", ""americans""], [""prohibition"", ""subject"", ""becoming"", ""coerced"", ""courts"", ""patients"", ""prof"", ""evins"", ""profession"", ""cohorts""], [""legalized"", ""pharmaceutical"", ""industry"", ""sponsors"", ""lose"", ""potential"", ""court"", ""ordered"", ""government"", ""business""], [""dr."", ""evins"", ""cv"", ""dr."", ""evins"", ""recipient"", ""career"", ""development"", ""award"", ""thenational"", ""institutes"", ""drug"", ""abuse"", ""nida"", ""career"", ""development"", ""indeed""]]","[[""NNP"", ""NN"", ""VBD"", ""CD"", ""CD"", ""NN"", ""VBZ"", ""NN""], [""CD"", ""CD"", ""NNPS""], [""NN"", ""JJ"", ""VBG"", ""VBN"", ""NNS"", ""NNS"", ""NNP"", ""NNS"", ""NN"", ""VBZ""], [""VBD"", ""JJ"", ""NN"", ""NNS"", ""VBP"", ""JJ"", ""NN"", ""VBD"", ""NN"", ""NN""], [""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NN"", ""NN"", ""NN"", ""NN"", ""NNP"", ""NNPS"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NN"", ""RB""]]",u.s. dhhs estimated 2008 18 population smokes pot. 55 million americans. prohibition subject becoming coerced courts patients prof evins profession cohorts. legalized pharmaceutical industry sponsors lose potential court ordered government business. dr. evins cv dr. evins recipient career development award thenational institutes drug abuse nida career development indeed,"[""law"", ""v"", ""legalization""]",law v legalization,1,0
JW,"MDs are not scientists. Correlation is not causation. I'd rather someone self-medicate with (preferrably legal) Marijuana. Prohibition makes hard drugs seem equivalent and risks making the gateway claims self-fulfilling. Robert Dupont, MD, from wikipedia: He claims that marijuana is ""the most dangerous drug"",[11] a claim that is at odds with current scientific consensus.[12] He served as a paid consultant for Straight, Incorporated, a ""controversial non-profit drug rehabilitation program"" for youth that was the subject of numerous allegations of abuse and which was successfully sued for false imprisonment and maltreatment.[13]",marijuana,A3813-P,marijuana,1,1,6478,18341272,"[[""mds"", ""scientists""], [""correlation"", ""causation""], [""'d"", ""rather"", ""someone"", ""self"", ""medicate"", ""preferrably"", ""legal"", ""marijuana""], [""prohibition"", ""makes"", ""hard"", ""drugs"", ""seem"", ""equivalent"", ""risks"", ""making"", ""gateway"", ""claims"", ""self"", ""fulfilling""], [""robert"", ""dupont"", ""md"", ""wikipedia"", ""claims"", ""marijuana"", ""dangerous"", ""drug\"",[11"", ""claim"", ""odds"", ""current"", ""scientific"", ""consensus""], [""12"", ""served"", ""paid"", ""consultant"", ""straight"", ""incorporated"", ""controversial"", ""non"", ""profit"", ""drug"", ""rehabilitation"", ""program"", ""youth"", ""subject"", ""numerous"", ""allegations"", ""abuse"", ""successfully"", ""sued"", ""false"", ""imprisonment"", ""maltreatment""], [""13""]]","[[""NNS"", ""NNS""], [""NN"", ""NN""], [""MD"", ""RB"", ""NN"", ""NN"", ""NN"", ""RB"", ""JJ"", ""NNP""], [""NN"", ""VBZ"", ""JJ"", ""NNS"", ""VBP"", ""JJ"", ""NNS"", ""VBG"", ""NN"", ""VBZ"", ""NN"", ""VBG""], [""NNP"", ""NNP"", ""NNP"", ""NN"", ""VBZ"", ""NN"", ""JJ"", ""NNS"", ""NN"", ""NNS"", ""JJ"", ""JJ"", ""NN""], [""CD"", ""VBD"", ""VBN"", ""NN"", ""NNP"", ""NNP"", ""JJ"", ""AFX"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""JJ"", ""NNS"", ""NN"", ""RB"", ""VBN"", ""JJ"", ""NN"", ""NN""], [""CD""]]","mds scientists. correlation causation. 'd rather someone self medicate preferrably legal marijuana. prohibition makes hard drugs seem equivalent risks making gateway claims self fulfilling. robert dupont md wikipedia claims marijuana dangerous drug"",[11 claim odds current scientific consensus. 12 served paid consultant straight incorporated controversial non profit drug rehabilitation program youth subject numerous allegations abuse successfully sued false imprisonment maltreatment. 13","[""marijuana""]",marijuana,1,1
